paradigm,beta_L,beta_Q,seed,f1_global_macro,f1_per_client_macro,mse_macro,ece_macro,MSE_AlveolarOsteitis,ECE_AlveolarOsteitis,MSE_SecondaryInfection,ECE_SecondaryInfection,MSE_NerveDysesthesia,ECE_NerveDysesthesia,MSE_Bleeding,ECE_Bleeding,F1_global_AlveolarOsteitis,F1_per_client_AlveolarOsteitis,F1_global_SecondaryInfection,F1_per_client_SecondaryInfection,F1_global_NerveDysesthesia,F1_per_client_NerveDysesthesia,F1_global_Bleeding,F1_per_client_Bleeding,fleiss_kappa_per_client_macro,partition_beta_L,partition_beta_Q,partition_label,partition_min_size,partition_method,partition_final_train_size,partition_test_size,partition_pool_rows,partition_remaining_rows_after_test_split,partition_mean_kl_divergence,partition_std_kl_divergence,partition_min_client_size,partition_max_client_size,partition_std_client_size,fleiss_kappa_global_macro
federated,0.25,16.0,42,0.6469444973677301,0.5627648179090557,0.0007404143871099222,0.0037606435943162075,0.0013763840543106198,0.004389031002918879,0.0014260746538639069,0.008882583198448023,8.739538316149265e-05,0.0013062884099781513,7.180345710366964e-05,0.00046467176591977476,0.7128896231040599,0.5819887981131459,0.6543285329368842,0.6041484593941587,0.605248330529847,0.5247064439256509,0.6153115029001293,0.5402155702032675,0.4576662595863867,0.25,16.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8012455410670375,0.4449506300383995,2582,5526,796.639818236573,
centralized,0.25,50.0,42,0.7389421947467939,0.5863510771614461,0.00039283485330088297,0.0023770702195664247,0.0007815624703653157,0.0029414900541305544,0.0006634839810431004,0.004174351652463278,7.506700058002025e-05,0.0007193968631327152,5.1225961215095595e-05,0.0016730423085391521,0.7991933724247539,0.5936662738496242,0.802097830745066,0.6243328262544923,0.739075245692059,0.5648472546214083,0.6154023301252969,0.5625579539202595,0.45799638420672223,0.25,50.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7662603150257296,0.4306316108619388,3528,5215,445.1087507564865,
local,0.25,50.0,42,0.37443430852998494,0.44581922508478566,0.001810035626294848,0.012358500807934129,0.004113046918064356,0.026425501964862146,0.0028854002594016492,0.016653089068457482,0.00014832816523266957,0.003393126219697297,9.336716248071752e-05,0.002962285978719592,0.4085805242379097,0.479012253269851,0.3977065363432105,0.48932672056892124,0.31678483599714696,0.401763225840686,0.37466533754167275,0.41317470065968437,0.2458937760404086,0.25,50.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7662603150257296,0.4306316108619388,3528,5215,445.1087507564865,0.17871812064518633
federated,0.25,50.0,42,0.6211672249873817,0.5672137513613374,0.0007869583496358246,0.004761841000368198,0.0014730908442288637,0.007818633370101451,0.001514391740784049,0.009168428098162016,8.409704605583102e-05,0.0003745434805750847,7.625376747455448e-05,0.0016857590526342392,0.6697955458213598,0.5910810597566375,0.630492044387232,0.6052932665616958,0.5748702448589369,0.5268629129605248,0.6095110648819984,0.5456177661664916,0.48166709736124935,0.25,50.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7662603150257296,0.4306316108619388,3528,5215,445.1087507564865,
centralized,0.5,0.25,42,0.7389421947467939,0.597621919732646,0.00039283485330088297,0.0023770702195664247,0.0007815624703653157,0.0029414900541305544,0.0006634839810431004,0.004174351652463278,7.506700058002025e-05,0.0007193968631327152,5.1225961215095595e-05,0.0016730423085391521,0.7991933724247539,0.6011935519749484,0.802097830745066,0.6168555482651091,0.739075245692059,0.5950640094010483,0.6154023301252969,0.577374569289478,0.4747441704083062,0.5,0.25,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.5447422060587135,0.2026051870715343,102,13453,4610.737576570586,
local,0.5,0.25,42,0.3984582626390836,0.41915951563251486,0.042451795950364614,0.10293972065092143,0.0361619207658805,0.09719124910992882,0.04155871428083628,0.10060093589785198,0.046196713657991495,0.10783021101020276,0.045889835096750174,0.10613648658570211,0.43655940183690084,0.4324426928019223,0.42542192823078845,0.4454912568471472,0.3405788292375878,0.395027548788896,0.3912728912510575,0.40367656409209385,0.16495518114846938,0.5,0.25,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.5447422060587135,0.2026051870715343,102,13453,4610.737576570586,0.137126135497948
federated,0.5,0.25,42,0.7084225958044874,0.5811884380645006,0.0006128371624072315,0.005335177482222207,0.0012612487189471722,0.012024039982507626,0.0009978292509913445,0.00518531803910931,0.00011295451986370608,0.002345624689478427,7.931615982670337e-05,0.0017857272177934647,0.7569811536739041,0.5955874527640466,0.7698857940312576,0.6159937060239095,0.6966445562933198,0.5752303447594895,0.6101788792194681,0.5379422487105568,0.4585038564020805,0.5,0.25,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.5447422060587135,0.2026051870715343,102,13453,4610.737576570586,
centralized,0.5,0.5,42,0.7389421947467939,0.6071129315311339,0.00039283485330088297,0.0023770702195664247,0.0007815624703653157,0.0029414900541305544,0.0006634839810431004,0.004174351652463278,7.506700058002025e-05,0.0007193968631327152,5.1225961215095595e-05,0.0016730423085391521,0.7991933724247539,0.619061041609182,0.802097830745066,0.6344050925490357,0.739075245692059,0.596400644846797,0.6154023301252969,0.5785849471195206,0.4150152164559905,0.5,0.5,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7778631809155032,0.5927750039804034,168,10820,3486.2740569266784,
local,0.5,0.5,42,0.3953939922617281,0.4610886448095033,0.033043445677867565,0.08676112866157977,0.027754909999202937,0.08620025262348355,0.029079821973573415,0.08565144102113943,0.03215416174280108,0.08065633674046645,0.04318488899589283,0.09453648426122964,0.4255156915967492,0.4863520847077141,0.41058800791785766,0.493092425519277,0.3409777034801248,0.42913352289436996,0.4044945660521809,0.4357765461166522,0.1902119595030306,0.5,0.5,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7778631809155032,0.5927750039804034,168,10820,3486.2740569266784,0.1421268578453167
federated,0.5,0.5,42,0.7097156525173606,0.5835060698926651,0.0005890466454729903,0.0020787831492101155,0.00108395516872406,0.003654036114613215,0.0011373336892575026,0.003783761744697889,7.004481449257582e-05,0.0003287419689198335,6.485290941782296e-05,0.0005485927686095238,0.7662189047004196,0.5973061833105232,0.7441049169979701,0.6183012712113222,0.6818248358870277,0.5552808562722743,0.6467139524840245,0.5631359687765406,0.40678323219856144,0.5,0.5,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7778631809155032,0.5927750039804034,168,10820,3486.2740569266784,
