paradigm,beta_L,beta_Q,seed,f1_global_macro,f1_per_client_macro,mse_macro,ece_macro,MSE_AlveolarOsteitis,ECE_AlveolarOsteitis,MSE_SecondaryInfection,ECE_SecondaryInfection,MSE_NerveDysesthesia,ECE_NerveDysesthesia,MSE_Bleeding,ECE_Bleeding,F1_global_AlveolarOsteitis,F1_per_client_AlveolarOsteitis,F1_global_SecondaryInfection,F1_per_client_SecondaryInfection,F1_global_NerveDysesthesia,F1_per_client_NerveDysesthesia,F1_global_Bleeding,F1_per_client_Bleeding,fleiss_kappa_per_client_macro,fleiss_kappa_global_macro,partition_beta_L,partition_beta_Q,partition_label,partition_min_size,partition_mean_kl_divergence,partition_std_kl_divergence,partition_min_client_size,partition_max_client_size,partition_std_client_size
local,0.25,10.0,42,0.37767069303671674,0.4632461305104521,0.0014714547659423261,0.008759466147453834,0.002983909077011049,0.016185980118190245,0.002640728768892586,0.013179937441274525,0.00017593564698472619,0.0031149013433605433,8.524557088094298e-05,0.0025570456869900226,0.5152828682861109,0.5808718906096638,0.4040812672904487,0.5304762888860994,0.27340884881840516,0.36746809903219313,0.3179097877519021,0.3741682435138521,0.3064316641599753,0.2516116426504241,0.25,10.0,Risk_Category_Composite,100,0.37485464567065985,0.4750018825325262,2510,7699,1318.7541089983379
federated,0.25,10.0,42,0.5767021303784787,0.5771748131798233,0.0006848424445706769,0.0017384854011858503,0.0014180006692185998,0.002887765494485696,0.0011570695787668228,0.0037967361075182757,0.00011787623952841386,0.0002540098503232002,4.6423290768871084e-05,1.5430152416229248e-05,0.7173607718743868,0.6538941325091994,0.6971000389496499,0.6630689840131407,0.35517243840146784,0.4651196584275956,0.5371752722884101,0.5266164777693576,0.6526536680655666,1.0,0.25,10.0,Risk_Category_Composite,100,0.37485464567065985,0.4750018825325262,2510,7699,1318.7541089983379
centralized,0.5,0.1,42,0.7603911801143792,0.6286217037710683,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6341056277457345,0.8186975270168998,0.6984685433674668,0.649784704401065,0.5501356259793652,0.7395764364778438,0.6317770179917069,0.7060638840344474,1.0,0.5,0.1,Risk_Category_Composite,100,1.2559865661528093,0.47937146704689804,100,37376,11210.257329785076
local,0.5,0.1,42,0.26994624681114443,0.3628874161651955,0.10973803964707257,0.27337893645691996,0.1098668246588204,0.27617176303813856,0.07692150380462408,0.2292609510425478,0.13152630189433695,0.30026657452235617,0.12063752823050891,0.2878164572246373,0.28888537682108284,0.35188410040884294,0.2944437714076306,0.39145226858141835,0.22171042945638844,0.34924081582302646,0.2747454095594758,0.35897247984749414,0.19937009350041923,0.04961311734397041,0.5,0.1,Risk_Category_Composite,100,1.2559865661528093,0.47937146704689804,100,37376,11210.257329785076
federated,0.5,0.1,42,0.7382451215549317,0.6234850094839014,0.00038454703189927386,0.0025341709052445365,0.0008741617784835398,0.0026979661012689273,0.000585703004617244,0.005582393144567807,4.495670509641059e-05,0.0011500684735365212,3.336663939990103e-05,0.0007062559016048908,0.7960268864920854,0.6169154589918744,0.7932726416998532,0.6892278960058666,0.7260913422034455,0.5880421946094896,0.6375896158243429,0.599754488328375,0.7033972956883352,1.0,0.5,0.1,Risk_Category_Composite,100,1.2559865661528093,0.47937146704689804,100,37376,11210.257329785076
centralized,0.5,0.25,42,0.7603911801143792,0.6590144960178603,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6670296414400793,0.8186975270168998,0.7205055240193617,0.649784704401065,0.59654721904169,0.7395764364778438,0.6519755995703104,0.7002040655369166,1.0,0.5,0.25,Risk_Category_Composite,100,1.079000761618412,0.6294602723737596,100,25628,8071.56024570219
local,0.5,0.25,42,0.3274420150444397,0.39872252944711883,0.06993929760210449,0.17856513702720017,0.05411849752999842,0.15701582805576425,0.06443865694454871,0.17270152624882756,0.08407441596973513,0.19420225581587292,0.0771256199641357,0.1903409379883359,0.359861191195225,0.3930606529393276,0.3622456797821624,0.4417597024702755,0.2602685334367604,0.3752842717454471,0.32739265576361104,0.384785490633425,0.18863074246024547,0.0732089841959493,0.5,0.25,Risk_Category_Composite,100,1.079000761618412,0.6294602723737596,100,25628,8071.56024570219
federated,0.5,0.25,42,0.7190786569619876,0.6456452286504223,0.000392779257708753,0.002299811863612073,0.0009213925222866237,0.006775175516804059,0.0005731532000936568,0.001617688493182262,4.364133928902447e-05,0.00016837439546361568,3.292996916570701e-05,0.0006380090489983559,0.80310386451505,0.6654535720307534,0.7965966438481308,0.7032174755887451,0.62383246279962,0.606455385744741,0.6527816566851492,0.6074544812374496,0.6845930924065562,1.0,0.5,0.25,Risk_Category_Composite,100,1.079000761618412,0.6294602723737596,100,25628,8071.56024570219
centralized,0.5,0.5,42,0.7603911801143792,0.6893717346880595,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.7102239347139672,0.8186975270168998,0.7446685414469855,0.649784704401065,0.6297030490938397,0.7395764364778438,0.6728914134974456,0.6796569890982395,1.0,0.5,0.5,Risk_Category_Composite,100,0.694824018227589,0.65131059200616,109,20513,6355.373269918928
local,0.5,0.5,42,0.3598205929915652,0.41472615062948304,0.027872684376961845,0.09002692735086117,0.018580323830246926,0.07041335743814706,0.032510792085668073,0.09346778335931401,0.0330976048586308,0.09992701643815574,0.02730201673330157,0.09629955216782789,0.42555537049996134,0.4493047199736952,0.41391601134896217,0.461635929977619,0.2609514591364413,0.3590978888017791,0.3388595309808961,0.388866063764839,0.18426992635899575,0.11418490472874071,0.5,0.5,Risk_Category_Composite,100,0.694824018227589,0.65131059200616,109,20513,6355.373269918928
federated,0.5,0.5,42,0.6955817449051134,0.6705569363456688,0.00041948431771743344,0.0021749632322074224,0.0009452315862290561,0.0034347238900760808,0.0006581171182915568,0.003315263157089551,4.3398009438533336e-05,0.0007715649421637257,3.1190556910587475e-05,0.0011783009395003319,0.7904264686521865,0.697903379271481,0.7755014067130256,0.7262048302254235,0.5428690563485227,0.6136482315813093,0.6735300479067186,0.6444713043044613,0.7069597789267104,1.0,0.5,0.5,Risk_Category_Composite,100,0.694824018227589,0.65131059200616,109,20513,6355.373269918928
centralized,0.5,0.75,42,0.7603911801143792,0.6570448678367424,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6751361281047982,0.8186975270168998,0.6992966651791197,0.649784704401065,0.6108933113569481,0.7395764364778438,0.6428533667061036,0.5273358174640015,1.0,0.5,0.75,Risk_Category_Composite,100,0.6342697932548961,0.5857916597015586,159,17692,5486.175534924124
local,0.5,0.75,42,0.38491258808477447,0.4373609331656695,0.020312361228934605,0.06379020833730077,0.02019819780252874,0.07030061685604355,0.024108065007021652,0.06967743911519647,0.01994090637890622,0.061332296830912424,0.017002275727281812,0.05385048054705064,0.46033741901186864,0.4863887598133096,0.44081289169264926,0.489947400284201,0.2704538730973754,0.3813243426849898,0.3680461685372045,0.39178322988017766,0.1650309593771518,0.1263575451570455,0.5,0.75,Risk_Category_Composite,100,0.6342697932548961,0.5857916597015586,159,17692,5486.175534924124
federated,0.5,0.75,42,0.6617728880382183,0.6295945761492318,0.0004950538932462223,0.004788112028695953,0.0011423320975154638,0.010226246986538172,0.000748350634239614,0.005774229506651561,4.906453614239581e-05,0.0010918506962868074,4.04683050874155e-05,0.002060120925307274,0.7793619487214403,0.6534956732175737,0.7593433694079726,0.6896747158230708,0.4744593121319118,0.5788383379307863,0.6339269218915485,0.5963695776254961,0.5602445075029728,1.0,0.5,0.75,Risk_Category_Composite,100,0.6342697932548961,0.5857916597015586,159,17692,5486.175534924124
centralized,0.5,1.0,42,0.7603911801143792,0.6436381715707129,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.662240767642141,0.8186975270168998,0.6910559164675986,0.649784704401065,0.6008809922173609,0.7395764364778438,0.6203750099557511,0.4959386317785403,1.0,0.5,1.0,Risk_Category_Composite,100,0.5847075501382453,0.5595657576606129,387,14444,4201.270569720546
local,0.5,1.0,42,0.3560119875976992,0.4123378357588836,0.005811793387692887,0.027632494173105804,0.007134666643105447,0.031813703811044494,0.006339774286607281,0.02914082709054152,0.005119223811925621,0.025510233290369312,0.0046535088091332,0.024065212500467895,0.45777063543758806,0.48041526405037144,0.4224484144403121,0.4747414672040371,0.255187556996553,0.34053937210775975,0.2886413435163437,0.3536552396733663,0.1729830429706193,0.12356030769429692,0.5,1.0,Risk_Category_Composite,100,0.5847075501382453,0.5595657576606129,387,14444,4201.270569720546
federated,0.5,1.0,42,0.630201382041919,0.6162751763226844,0.0005367009680412593,0.003845563946912686,0.0012506594648584723,0.00985951363046964,0.0007918727933429182,0.004495736898233493,6.980016769375652e-05,0.000349248293787241,3.4471446269890293e-05,0.0006777569651603699,0.7620585736805024,0.6530992939692539,0.7384617342787703,0.6932873713776325,0.4180148335306611,0.5446286481596941,0.6022703866777422,0.5740853917841566,0.5707875509878378,1.0,0.5,1.0,Risk_Category_Composite,100,0.5847075501382453,0.5595657576606129,387,14444,4201.270569720546
centralized,0.5,1.5,42,0.7603911801143792,0.6375181056452073,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6590124741108885,0.8186975270168998,0.6767281396974262,0.649784704401065,0.6007349891142291,0.7395764364778438,0.613596819658285,0.47699332206346035,1.0,0.5,1.5,Risk_Category_Composite,100,0.4953928912928548,0.43384623302142794,367,12906,3299.608522234115
local,0.5,1.5,42,0.3733250037656858,0.4442886240379418,0.0081375823388953,0.034251881503437956,0.010841713368427009,0.04523968726508319,0.008355581003706902,0.03786812068323294,0.006490176526131109,0.0267581275831908,0.006862858457316179,0.027141590482244893,0.4683140200782351,0.5253628533261376,0.41255101724373633,0.49266569192012033,0.27474583826085847,0.3725847913726438,0.33768913947991325,0.3865411595328654,0.21684800489596612,0.16267651786048443,0.5,1.5,Risk_Category_Composite,100,0.4953928912928548,0.43384623302142794,367,12906,3299.608522234115
federated,0.5,1.5,42,0.6069013836567676,0.6071946001418124,0.0005581496816375875,0.004678707288578153,0.0012477315030992031,0.009765687987208367,0.0008651042589917779,0.005766032412648201,7.635382644366473e-05,0.0013213017955422401,4.340913801570423e-05,0.001861806958913803,0.734512822433676,0.6438351504400646,0.7268703907302388,0.6804147390669094,0.387851435922362,0.5320678770634543,0.5783708855407937,0.5724606339968211,0.5356086090320658,1.0,0.5,1.5,Risk_Category_Composite,100,0.4953928912928548,0.43384623302142794,367,12906,3299.608522234115
centralized,0.5,2.0,42,0.7603911801143792,0.6707272357655357,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6967332550073109,0.8186975270168998,0.7173290722801555,0.649784704401065,0.6322466840350738,0.7395764364778438,0.6365999317396028,0.5189785176149639,1.0,0.5,2.0,Risk_Category_Composite,100,0.4112977348620316,0.47444959253754226,629,11627,2860.302221794054
local,0.5,2.0,42,0.3825232460249255,0.4599674194891673,0.002388248631768875,0.015509790435122947,0.003928012354299426,0.023707791215926408,0.0029624308925122024,0.016728462096924586,0.0016206963227887172,0.012229799622669815,0.0010418549574751524,0.00937310880497098,0.49052954243770774,0.5471426731831253,0.451242422817365,0.5337606712422743,0.2565965458039706,0.3694842704801397,0.3317244730406586,0.38948206305112987,0.2183170724468086,0.17892662837862944,0.5,2.0,Risk_Category_Composite,100,0.4112977348620316,0.47444959253754226,629,11627,2860.302221794054
federated,0.5,2.0,42,0.6111037836151392,0.6148270884257122,0.0005983510891383048,0.002481047221769889,0.0012701555388048291,0.003904526849587758,0.0009966444922611117,0.003712470546364784,8.784266537986696e-05,0.0010241828858852386,3.8761660107411444e-05,0.0012830086052417755,0.7432949615371257,0.6635750997329398,0.7313354390627925,0.6895352167643588,0.38044153098371253,0.5275826474007775,0.5893432028769257,0.5786153898047727,0.5952003041663828,1.0,0.5,2.0,Risk_Category_Composite,100,0.4112977348620316,0.47444959253754226,629,11627,2860.302221794054
centralized,0.5,10.0,42,0.7603911801143792,0.6506844415440943,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6718908240006057,0.8186975270168998,0.6930161593989427,0.649784704401065,0.6171995741103357,0.7395764364778438,0.6206312086664932,0.48080049597352353,1.0,0.5,10.0,Risk_Category_Composite,100,0.3439361528948503,0.3233822993476614,2510,7699,1318.7541089983379
local,0.5,10.0,42,0.39422892876013127,0.45965297650419434,0.0014521901923217227,0.008674396544725946,0.0029181752703152596,0.016220899297172825,0.002639706991612911,0.013285536713774004,0.0001697992702247575,0.003005110612139106,8.107923713396303e-05,0.0021860395558178426,0.5225398009165193,0.5635265713314214,0.43631443253254104,0.5317361021745636,0.29151377213718116,0.3667953024005423,0.32654770945428346,0.37655393011024996,0.285776912875815,0.2585106345448004,0.5,10.0,Risk_Category_Composite,100,0.3439361528948503,0.3233822993476614,2510,7699,1318.7541089983379
federated,0.5,10.0,42,0.5904979997329032,0.5871532378652584,0.0006101798571762629,0.0026172713798781238,0.0012310940073803067,0.003357101589441299,0.0010561400558799505,0.004922371913989385,0.00010704719898058102,0.0008603036403656006,4.643816646421328e-05,0.0013293083757162094,0.7414516899190365,0.6504357525745922,0.7099158492369613,0.6642199017022009,0.35361806640097204,0.48984590306707765,0.557006393374643,0.5441113941171629,0.5691199465617112,1.0,0.5,10.0,Risk_Category_Composite,100,0.3439361528948503,0.3233822993476614,2510,7699,1318.7541089983379
centralized,0.75,0.1,42,0.7603911801143792,0.6303880859271968,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6415957786207646,0.8186975270168998,0.6929315046860349,0.649784704401065,0.5507878541427391,0.7395764364778438,0.6362372062592484,0.7189185584595182,1.0,0.75,0.1,Risk_Category_Composite,100,1.2454120386227892,0.4959285950870943,100,37376,11210.257329785076
local,0.75,0.1,42,0.2782561980313214,0.361869367996903,0.10907320370497474,0.2689544233529673,0.08741536777815781,0.2415491122543812,0.08853250545216725,0.2418621736223499,0.14646546313233558,0.31922380081259955,0.1138794784572383,0.2731826067225387,0.29738329873269215,0.3459348307555002,0.3035762656262168,0.39472538623253095,0.23225942715884074,0.35789385588153655,0.2798058006075358,0.3489233991180443,0.18435925301700842,0.059021922830360736,0.75,0.1,Risk_Category_Composite,100,1.2454120386227892,0.4959285950870943,100,37376,11210.257329785076
federated,0.75,0.1,42,0.7465096737561634,0.6401880754375698,0.0005079654347355245,0.005785291227512063,0.0010898070177063346,0.010825772613286972,0.0008585030445829034,0.011368110910058023,4.8974176024785265e-05,0.0004080130197107792,3.457750062807463e-05,0.0005392683669924736,0.8004507130501398,0.6498627659567326,0.7421679156072973,0.6707293274499412,0.7569769369948149,0.6016083128707778,0.6864431293724015,0.6385518954728274,0.732166061271585,1.0,0.75,0.1,Risk_Category_Composite,100,1.2454120386227892,0.4959285950870943,100,37376,11210.257329785076
centralized,0.75,0.25,42,0.7603911801143792,0.6548021467348584,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6656557132880363,0.8186975270168998,0.7228621876911109,0.649784704401065,0.5863371236704493,0.7395764364778438,0.6443535622898371,0.6677296510378846,1.0,0.75,0.25,Risk_Category_Composite,100,1.1101944340537278,0.5443195434104874,100,25628,8071.56024570219
local,0.75,0.25,42,0.301594465231822,0.38597284056931,0.0638719648872666,0.16989220766963747,0.05887409665738232,0.16483568980917335,0.053418766663526185,0.15489492939170452,0.0815305805652315,0.19098586426985759,0.06166441566292633,0.16885234720781445,0.3314735074754919,0.41117144710491493,0.32361392202705347,0.41469819922572854,0.24252591506809695,0.3652937536627524,0.30876451635664554,0.35272796228384434,0.2137978718848757,0.07180141223811434,0.75,0.25,Risk_Category_Composite,100,1.1101944340537278,0.5443195434104874,100,25628,8071.56024570219
federated,0.75,0.25,42,0.7172225757261786,0.6431389470053988,0.0003784531972996774,0.0012659773076108345,0.0008924614521674812,0.0017865802745024363,0.0005387786659412086,0.002119049282123645,5.160065848031081e-05,0.0009630488508070508,3.0972012609709054e-05,0.00019523082301020622,0.7998980032119145,0.6635306972417224,0.784904411003741,0.6972317483112268,0.6204557893904594,0.5944386517144822,0.6636320992985998,0.6173546907541638,0.6904303868445042,1.0,0.75,0.25,Risk_Category_Composite,100,1.1101944340537278,0.5443195434104874,100,25628,8071.56024570219
centralized,0.75,0.5,42,0.7603911801143792,0.6415943699194078,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6643166101272252,0.8186975270168998,0.6854057781683883,0.649784704401065,0.5941944975043616,0.7395764364778438,0.6224605938776561,0.5686825444448229,1.0,0.75,0.5,Risk_Category_Composite,100,0.8554970480050452,0.6548383489260918,109,20513,6355.373269918928
local,0.75,0.5,42,0.3418292010116767,0.4129522266473862,0.04062607286309685,0.1051960646268291,0.02168867812724784,0.08179867119578023,0.034434259365662,0.09964885231057805,0.05322690760476689,0.11646025584687789,0.05315444635471067,0.12287647915408018,0.39834518707727934,0.439117542226906,0.39626821290271247,0.4536974596439812,0.24996937492462257,0.37337650730047944,0.3227340291420923,0.3856173974181779,0.17573047595918628,0.10354266733709976,0.75,0.5,Risk_Category_Composite,100,0.8554970480050452,0.6548383489260918,109,20513,6355.373269918928
federated,0.75,0.5,42,0.6741263870545958,0.6342054247739882,0.00046421424485743046,0.004744647531459728,0.0010074145393446088,0.007979492684205372,0.0007527875131927431,0.007776151364048321,4.678623008658178e-05,0.0006830403581261635,4.9868696805788204e-05,0.002539905719459057,0.795456283127022,0.6580608070476238,0.7475548469899437,0.6902342327487139,0.5146228079088059,0.5811222899004348,0.638871610192612,0.6074043693991804,0.6196290998646383,1.0,0.75,0.5,Risk_Category_Composite,100,0.8554970480050452,0.6548383489260918,109,20513,6355.373269918928
centralized,0.75,0.75,42,0.7603911801143792,0.6744118159985084,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.692936544937115,0.8186975270168998,0.73002675998282,0.649784704401065,0.6224921651574756,0.7395764364778438,0.6521917939166232,0.5929125774101442,1.0,0.75,0.75,Risk_Category_Composite,100,0.7025764123408726,0.6276449447612873,159,17692,5486.175534924124
local,0.75,0.75,42,0.3759938830754366,0.43308923104022573,0.018057528818417268,0.061194315532377606,0.01965648532495834,0.07021200082985063,0.019266647123731672,0.06550670705971619,0.018058162286979495,0.058515696211283406,0.015248820537999563,0.05054285802866021,0.44376765157868936,0.48458574308097796,0.43708087293613185,0.49116660226299425,0.26662975830091723,0.3750918796792132,0.3564972494860079,0.3815126991377175,0.18199456084829435,0.12442374002694281,0.75,0.75,Risk_Category_Composite,100,0.7025764123408726,0.6276449447612873,159,17692,5486.175534924124
federated,0.75,0.75,42,0.667299142987549,0.6527014746298871,0.0004330321471570642,0.0020131395601977907,0.0009318512165918946,0.004347289090355238,0.0007188628660514951,0.0021560112535953524,5.2119652536930516e-05,0.000886070542037487,2.9294853447936475e-05,0.0006631873548030853,0.7880608814352175,0.6726879222053753,0.7549460867153912,0.7043650456733216,0.4572317177338739,0.6027648197694265,0.6689578860657135,0.6309881108714254,0.6253452705133725,1.0,0.75,0.75,Risk_Category_Composite,100,0.7025764123408726,0.6276449447612873,159,17692,5486.175534924124
centralized,0.75,1.0,42,0.7603911801143792,0.7046909673882839,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.7235997040684122,0.8186975270168998,0.753395894671649,0.649784704401065,0.6618786314287052,0.7395764364778438,0.6798896393843692,0.643240604325416,1.0,0.75,1.0,Risk_Category_Composite,100,0.5221659103441633,0.638150502323995,387,14444,4201.270569720546
local,0.75,1.0,42,0.4014269211368118,0.4464282559288468,0.005472341129279811,0.024525675906799736,0.006227409461280331,0.0250282944307973,0.005970468500163406,0.024860682770858213,0.0052589648483262865,0.02542256748850147,0.004432521707349224,0.022791158937041957,0.5219577575013299,0.525554949559428,0.48099851856427095,0.5160680447988701,0.2585321784936532,0.3578987631816287,0.34421922998799304,0.38619126617546035,0.19046080352980396,0.1797612189577138,0.75,1.0,Risk_Category_Composite,100,0.5221659103441633,0.638150502323995,387,14444,4201.270569720546
federated,0.75,1.0,42,0.6358738508939197,0.6545792424605841,0.000512098186845833,0.005002942646543185,0.0011223235633224249,0.008187831486264865,0.0008206369820982218,0.007466169014573097,6.407305772881955e-05,0.0023602675646543503,4.1359144233865663e-05,0.0019975025206804276,0.7872209755294782,0.7076777668281754,0.7337013300603289,0.7215752915232558,0.3994380189716638,0.5746909770179585,0.6231350790142081,0.6143729344729464,0.6742145288577054,1.0,0.75,1.0,Risk_Category_Composite,100,0.5221659103441633,0.638150502323995,387,14444,4201.270569720546
centralized,0.75,1.5,42,0.7603911801143792,0.6959344747369787,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.7272621245536911,0.8186975270168998,0.7416437370671541,0.649784704401065,0.6577197780616101,0.7395764364778438,0.6571122592654594,0.5719112128066459,1.0,0.75,1.5,Risk_Category_Composite,100,0.48956626455547897,0.5754445397845888,367,12906,3299.608522234115
local,0.75,1.5,42,0.39272288745817585,0.4588359391630147,0.008186007922085991,0.03157459590276703,0.010282124520745128,0.03860809278239806,0.008426482387585565,0.03455008423191806,0.006868102661974263,0.026817656166727342,0.00716732211803901,0.026322550430024662,0.5085485970557799,0.5382430780684639,0.44188234434466755,0.5303583742081635,0.2687154202872004,0.3797327103292136,0.3517451881450556,0.38700959404621776,0.22201575551445485,0.19181301389037492,0.75,1.5,Risk_Category_Composite,100,0.48956626455547897,0.5754445397845888,367,12906,3299.608522234115
federated,0.75,1.5,42,0.6113747834230987,0.6268471397930765,0.0005539732992474455,0.00383020788213859,0.0011990657076239586,0.007602662806709608,0.0009004748426377773,0.005847793595244486,7.6471951615531e-05,0.0009558554738759995,3.988069511251524e-05,0.000914519652724266,0.7564210540364794,0.6911057382661813,0.7213972218242469,0.7074286772418938,0.3943963740430414,0.5465206896378726,0.5732844837886271,0.562333454026358,0.6309484100106474,1.0,0.75,1.5,Risk_Category_Composite,100,0.48956626455547897,0.5754445397845888,367,12906,3299.608522234115
centralized,0.75,2.0,42,0.7603911801143792,0.6612430633901789,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.686486171893522,0.8186975270168998,0.7188986973839714,0.649784704401065,0.6225621524103674,0.7395764364778438,0.6170252318728553,0.5262263639321764,1.0,0.75,2.0,Risk_Category_Composite,100,0.48887295240142636,0.5306620163789586,629,11627,2860.302221794054
local,0.75,2.0,42,0.3578686549647043,0.42730957041839746,0.0030580323020330973,0.018110750681255013,0.004514646984171122,0.023915084383512537,0.00369044718099758,0.020215630503495535,0.0024449832424579656,0.015873871400455635,0.0015820518005057239,0.012438416437556346,0.44708856329980684,0.4956978318037475,0.4130741922596647,0.493840990663872,0.264625881717209,0.3618648422814922,0.30668598258213675,0.35783461692447804,0.20962670110470824,0.15121801523602063,0.75,2.0,Risk_Category_Composite,100,0.48887295240142636,0.5306620163789586,629,11627,2860.302221794054
federated,0.75,2.0,42,0.5996212385134467,0.6046641937588804,0.0005887346860617981,0.0037093009647602843,0.0013098811032250524,0.008536449452241263,0.0009125542710535228,0.004252297365417083,9.259939542971551e-05,0.0006513521075248718,3.990397453890182e-05,0.0013971049338579178,0.7333428501055713,0.657956467684358,0.7404850326393437,0.6882853054947891,0.36404209878991184,0.5140508897153049,0.5606149725189602,0.5583641121410697,0.584944682890499,1.0,0.75,2.0,Risk_Category_Composite,100,0.48887295240142636,0.5306620163789586,629,11627,2860.302221794054
centralized,0.75,10.0,42,0.7603911801143792,0.676268299718948,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.7022081960237087,0.8186975270168998,0.7259641793736322,0.649784704401065,0.6404674342093676,0.7395764364778438,0.6364333892690835,0.5477156173142705,1.0,0.75,10.0,Risk_Category_Composite,100,0.3347946305022433,0.3424046462049991,2510,7699,1318.7541089983379
local,0.75,10.0,42,0.38644977863653085,0.46111895112904855,0.0014111179152678235,0.008629664792803426,0.0028004308813251557,0.015633163169026375,0.0025870437384583056,0.013461605575432379,0.0001707167553831823,0.002989039244130254,8.628028590464964e-05,0.0024348511826246975,0.5264667304000761,0.5775101521448525,0.42301289849869467,0.5452780905230773,0.2730274605199875,0.3589118727660732,0.3232920251273651,0.36277568908219127,0.27883465155570736,0.2290319405797771,0.75,10.0,Risk_Category_Composite,100,0.3347946305022433,0.3424046462049991,2510,7699,1318.7541089983379
federated,0.75,10.0,42,0.5795151771633327,0.5963042333876212,0.0006104639696786762,0.0036439438701296846,0.0013187704607844353,0.006951423522084952,0.0009657975751906633,0.004846546406547228,0.00010941887740045786,0.0011869240552186966,4.786896533914842e-05,0.001590881496667862,0.7312738153184029,0.6683210951891406,0.7126488132793902,0.6881721346600805,0.34812341311557843,0.48507494114085353,0.5260146669399591,0.54364876256041,0.647723712372389,1.0,0.75,10.0,Risk_Category_Composite,100,0.3347946305022433,0.3424046462049991,2510,7699,1318.7541089983379
centralized,1.0,0.1,42,0.7603911801143792,0.6516680897100894,0.000293035639970185,0.0020895439250937973,0.0006677682977169752,0.0035460359665254746,0.00044025119859725237,0.0030071095277865727,3.887034472427331e-05,0.0010539567338613172,2.525271884223912e-05,0.0007510734722018242,0.8335060525617083,0.6711025376392393,0.8186975270168998,0.7049027186981203,0.649784704401065,0.5802163059023748,0.7395764364778438,0.6504507966006233,0.755355590341884,1.0,1.0,0.1,Risk_Category_Composite,100,1.2185414849244212,0.5424521084939775,100,37376,11210.257329785076
