paradigm,beta_L,beta_Q,seed,f1_global_macro,f1_per_client_macro,mse_macro,ece_macro,MSE_AlveolarOsteitis,ECE_AlveolarOsteitis,MSE_SecondaryInfection,ECE_SecondaryInfection,MSE_NerveDysesthesia,ECE_NerveDysesthesia,MSE_Bleeding,ECE_Bleeding,F1_global_AlveolarOsteitis,F1_per_client_AlveolarOsteitis,F1_global_SecondaryInfection,F1_per_client_SecondaryInfection,F1_global_NerveDysesthesia,F1_per_client_NerveDysesthesia,F1_global_Bleeding,F1_per_client_Bleeding,fleiss_kappa_per_client_macro,partition_beta_L,partition_beta_Q,partition_label,partition_min_size,partition_method,partition_final_train_size,partition_test_size,partition_pool_rows,partition_remaining_rows_after_test_split,partition_mean_kl_divergence,partition_std_kl_divergence,partition_min_client_size,partition_max_client_size,partition_std_client_size,fleiss_kappa_global_macro
local,0.25,2.0,42,0.32034013212401463,0.4112653920273012,0.0019900067105481866,0.014778753323511529,0.004299328895285726,0.029575351080546774,0.003358666098210961,0.020285561713824667,0.00018751861789496617,0.005259791109710932,0.00011451323080109432,0.003994309389963746,0.40515941608485706,0.4874361210243496,0.33379624560650767,0.44599618992277035,0.255034340953082,0.36290676815806366,0.2873705258516118,0.3487224890040214,0.24622229028396364,0.25,2.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8243022439125347,0.5199983804610204,3153,6535,1185.6293687320672,0.13368896473862543
federated,0.25,2.0,42,0.5554086107096742,0.5475216648388361,0.0007450887278537266,0.00441227453884979,0.0014287533704191446,0.009348184285064537,0.001353945699520409,0.00743083693087101,0.00011994194210274145,0.00040860241279006004,7.77138993726112e-05,0.0004614745266735554,0.6788425628390202,0.5858075043306455,0.652739380288412,0.6066261229037786,0.37654651367704,0.49940159696376646,0.5135059860342244,0.4982514351571539,0.5439651838654629,0.25,2.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8243022439125347,0.5199983804610204,3153,6535,1185.6293687320672,
centralized,0.25,4.0,42,0.7511819113906512,0.598564327059844,0.0002953129815068678,0.0015308984044628837,0.0006508140941150486,0.0028775820322334764,0.00045167398639023304,0.0031137326347331204,4.362236359156668e-05,9.649520926177501e-05,3.514148193062283e-05,3.578374162316322e-05,0.8295393863227595,0.6106645620179681,0.8368028879146531,0.6214325961732053,0.6069625743886949,0.5786870011201056,0.7314227969364971,0.5834731489280965,0.4368631227647574,0.25,4.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7116853023000992,0.3778989135414627,3531,5969,837.8189541899849,
local,0.25,4.0,42,0.34429418748015594,0.4150438556762866,0.001779249674837047,0.011779895231562355,0.0037585968850180505,0.023492685485631225,0.003071470686700195,0.016193334251518053,0.00017665714549366384,0.0046226450242102144,0.00011027398213627748,0.0028109161648899317,0.4561531088012333,0.4896081217276825,0.3523081343156203,0.4644344711076528,0.26494449054688685,0.3588564968515583,0.3037710162568831,0.34727633301825267,0.25029464515311955,0.25,4.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7116853023000992,0.3778989135414627,3531,5969,837.8189541899849,0.16394743833879225
federated,0.25,4.0,42,0.576236942913886,0.5718141483688111,0.000688539552356815,0.0037465686711172265,0.0013213584898039699,0.006669659588485956,0.0012432592920958996,0.007265819201866786,0.00011539073602762073,0.0003646719269454479,7.414969149976969e-05,0.0006861239671707153,0.7049447966637951,0.6049697110376168,0.6783245123602715,0.6309690170870569,0.37112176803077884,0.5178627289771875,0.550556694600699,0.5334551363733832,0.5393739499554995,0.25,4.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.7116853023000992,0.3778989135414627,3531,5969,837.8189541899849,
centralized,0.25,8.0,42,0.7511819113906512,0.5734309468029215,0.0002953129815068678,0.0015308984044628837,0.0006508140941150486,0.0028775820322334764,0.00045167398639023304,0.0031137326347331204,4.362236359156668e-05,9.649520926177501e-05,3.514148193062283e-05,3.578374162316322e-05,0.8295393863227595,0.5883891541392747,0.8368028879146531,0.6088030616492645,0.6069625743886949,0.551859761137253,0.7314227969364971,0.5446718102858935,0.41814833226969905,0.25,8.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8175838685013461,0.45440664554545906,1941,5837,1058.472956669182,
local,0.25,8.0,42,0.30743951198841757,0.41510472761833034,0.0019480737606500042,0.014646174564041818,0.004252546862699091,0.03018373737074435,0.0032442308962345122,0.019846713048840565,0.00018239044729853048,0.004850887041538954,0.00011312683636788279,0.003703360795043409,0.3916804122254608,0.5039527885380967,0.3243226268613305,0.4602338359716054,0.2472240181583499,0.36030367156228155,0.266530990708529,0.3359286144013378,0.25698035246190903,0.25,8.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8175838685013461,0.45440664554545906,1941,5837,1058.472956669182,0.12341806310909355
federated,0.25,8.0,42,0.5362170880665289,0.5413670022521767,0.0007512402498832671,0.004299282540567219,0.0013878149911761284,0.0070420652627944955,0.0014071468031033874,0.00901853796839714,0.00012902716116514057,0.0008739754557609558,8.097204408841208e-05,0.0002625514753162861,0.6647304200551036,0.585014827379131,0.6147999604495101,0.6107921049886612,0.3725587757559074,0.4816208158492887,0.49277919600559433,0.48804026079162605,0.5410427158370986,0.25,8.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8175838685013461,0.45440664554545906,1941,5837,1058.472956669182,
centralized,0.25,16.0,42,0.7511819113906512,0.575749834490965,0.0002953129815068678,0.0015308984044628837,0.0006508140941150486,0.0028775820322334764,0.00045167398639023304,0.0031137326347331204,4.362236359156668e-05,9.649520926177501e-05,3.514148193062283e-05,3.578374162316322e-05,0.8295393863227595,0.591499480480466,0.8368028879146531,0.6135498034929234,0.6069625743886949,0.5536736392947267,0.7314227969364971,0.5442764146957434,0.4338013702503939,0.25,16.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8012455410670375,0.4449506300383995,2582,5526,796.639818236573,
local,0.25,16.0,42,0.29938683988739473,0.4153026688862731,0.0019305267125673707,0.014697996883125357,0.004146926314570009,0.028319346487894654,0.0032825106522068382,0.02194195788105329,0.0001865565180196427,0.005094307661056519,0.00010611336547299288,0.003436375502496958,0.3819412451874101,0.49078286538128324,0.2906148321962455,0.4554426798495378,0.23647442115131892,0.36049770365931333,0.28851686101460444,0.35448742665495797,0.2585138999202997,0.25,16.0,Risk_Category_Composite,100,constrained_dirichlet,47000,3000,50000,47000,0.8012455410670375,0.4449506300383995,2582,5526,796.639818236573,0.13701963826508287
